-165.30	-153.30	-35.10
-167.70	-155.70	-33.90
-165.30	-162.90	-35.10
-160.50	-170.10	-33.30
-165.30	-158.10	-34.50
-155.70	-158.10	-36.90
-134.10	-160.50	-38.10
-105.30	-160.50	-34.50
-88.50	-182.10	-33.90
-88.50	-165.30	-31.50
-102.90	-167.70	-27.30
-124.50	-170.10	-27.30
-112.50	-162.90	-28.50
-158.10	-155.70	-29.70
-172.50	-158.10	-29.70
-198.90	-138.90	-30.30
-225.30	-126.90	-32.10
-256.50	-110.10	-30.90
-275.70	-93.30	-32.10
-299.70	-59.70	-29.70
-314.10	-18.90	-31.50
-333.30	19.50	-31.50
-342.90	65.10	-30.90
-333.30	101.10	-31.50
-323.70	151.50	-30.30
-302.10	192.30	-29.70
-304.50	165.90	-29.10
-316.50	153.90	-31.50
-309.30	163.50	-32.10
-299.70	182.70	-33.30
-275.70	228.30	-34.50
-256.50	240.30	-36.30
-208.50	295.50	-36.90
-150.90	307.50	-35.10
-88.50	314.70	-35.10
-38.10	331.50	-36.90
19.50	305.10	-34.50
86.70	257.10	-35.10
113.10	245.10	-36.90
144.30	201.90	-32.10
170.70	137.10	-33.30
170.70	86.70	-32.10
158.70	57.90	-30.90
165.90	55.50	-30.30
161.10	38.70	-29.70
173.10	86.70	-30.30
149.10	182.70	-32.70
86.70	273.90	-33.90
21.90	297.90	-33.90
-14.10	319.50	-35.10
-40.50	321.90	-35.10
-74.10	321.90	-35.10
-155.70	309.90	-35.70
-203.70	285.90	-36.90
-254.10	249.90	-37.50
-287.70	223.50	-38.10
-321.30	170.70	-35.10
-338.10	105.90	-35.10
-333.30	62.70	-36.30
-314.10	-14.10	-36.30
-287.70	-76.50	-30.90
-249.30	-129.30	-31.50
-167.70	-167.70	-29.10
-90.90	-179.70	-28.50
-35.70	-184.50	-27.90
29.10	-155.70	-26.70
69.90	-134.10	-23.10
91.50	-107.70	-24.90
146.70	-28.50	-24.30
163.50	5.10	-24.30
156.30	14.70	-26.70
158.70	5.10	-27.90
177.90	62.70	-25.50
161.10	89.10	-23.10
168.30	91.50	-23.70
170.70	98.70	-27.30
165.90	153.90	-26.10
149.10	163.50	-24.90
137.10	199.50	-27.30
113.10	221.10	-29.10
86.70	259.50	-29.70
74.70	285.90	-29.10
29.10	295.50	-30.30
-4.50	305.10	-30.90
-83.70	319.50	-33.90
-155.70	319.50	-35.10
-186.90	283.50	-36.90
-246.90	252.30	-37.50
-299.70	216.30	-37.50
-306.90	187.50	-38.10
-309.30	153.90	-36.90
-330.90	129.90	-33.90
-323.70	115.50	-36.90
-330.90	141.90	-35.10
-326.10	122.70	-32.70
-316.50	180.30	-30.90
-273.30	221.10	-30.30
-230.10	259.50	-29.70
-179.70	307.50	-32.10
-122.10	309.90	-29.70
-98.10	312.30	-28.50
-33.30	324.30	-27.90
0.30	312.30	-26.70
26.70	305.10	-29.10
84.30	261.90	-29.10
98.70	252.30	-29.70
122.70	235.50	-29.70
146.70	187.50	-31.50
165.90	125.10	-31.50
170.70	60.30	-30.90
156.30	29.10	-33.30
144.30	-26.10	-33.30
125.10	-62.10	-32.70
55.50	-119.70	-32.10
24.30	-160.50	-33.90
-35.70	-174.90	-33.30
-71.70	-170.10	-29.10
-131.70	-162.90	-27.30
-174.90	-155.70	-29.10
-177.30	-167.70	-29.70
-206.10	-143.70	-31.50
-234.90	-124.50	-30.30
-258.90	-114.90	-30.30
-261.30	-98.10	-28.50
-275.70	-83.70	-30.30
-285.30	-74.10	-30.30
-311.70	-45.30	-32.70
-321.30	5.10	-32.70
-338.10	36.30	-33.30
-333.30	101.10	-33.30
-333.30	137.10	-32.10
-290.10	189.90	-30.30
-270.90	221.10	-32.70
-251.70	242.70	-30.90
-249.30	264.30	-27.90
-230.10	266.70	-29.70
-227.70	276.30	-30.30
-218.10	285.90	-29.10
-170.10	293.10	-28.50
-153.30	300.30	-30.30
-165.30	300.30	-30.30
-158.10	305.10	-30.90
-170.10	295.50	-30.90
-148.50	300.30	-29.70
-122.10	319.50	-33.30
-52.50	317.10	-36.30
21.90	305.10	-32.10
60.30	269.10	-30.30
117.90	235.50	-30.30
146.70	194.70	-30.90
161.10	170.70	-30.30
163.50	137.10	-30.30
168.30	110.70	-30.90
168.30	77.10	-30.30
158.70	55.50	-30.30
165.90	81.90	-30.30
173.10	110.70	-32.70
153.90	170.70	-30.90
122.70	225.90	-29.10
79.50	252.30	-30.90
53.10	295.50	-30.90
5.10	300.30	-30.90
-28.50	305.10	-29.70
-76.50	317.10	-31.50
-90.90	333.90	-29.10
-143.70	312.30	-29.70
-165.30	293.10	-30.90
-201.30	278.70	-30.30
-218.10	278.70	-30.30
-270.90	235.50	-31.50
-282.90	194.70	-31.50
-326.10	163.50	-32.70
-316.50	151.50	-33.30
-326.10	120.30	-33.30
-335.70	96.30	-32.70
